Asset Symbol,Asset Class,Asset Sub-Class,Asset Sector
USBF,Equity,US - Total Bond Market,
FTDS,Equity,US - Total Bond Market,
GK,Equity,Diversified Portfolio,
PSMJ,Equity,Diversified Portfolio,
MINN,Equity,US - Municipal Bonds,
PSMR,Equity,Diversified Portfolio,
VABS,Equity,Diversified Portfolio,
XBJL,Equity,Diversified Portfolio,
MTUL,Equity,Leveraged Equities,
IWML,Equity,Leveraged Equities,
JHPI,Equity,Diversified Portfolio,
FSIG,Equity,US - Corporate Bonds,
XTJL,Bond,US - All Cap Equities,
XPND,Bond,Diversified Portfolio,Technology
QTJL,Multi-Asset,Diversified Portfolio,
XTAP,Bond,US - All Cap Equities,
FTQI,Equity,Diversified Portfolio,
MIG,Equity,US - Corporate Bonds,
BERZ,Leveraged Equity,Leveraged Equities,
ZECP,Bond,Diversified Portfolio,
FEUS,Equity,US - Large Cap Blend Equities,
QRMI,Multi-Asset,Diversified Portfolio,
XJUN,Bond,Diversified Portfolio,
PSFM,Equity,Diversified Portfolio,
DBJA,Equity,Diversified Portfolio,
IBHG,Equity,US - High Yield Bonds,
BSJT,Bond,US - High Yield Bonds,
FMNY,Bond,US - Municipal Bonds,
SPUC,Equity,Diversified Portfolio,
TSJA,Equity,Diversified Portfolio,
JRE,Equity,US - Real Estate,
XDQQ,Equity,Diversified Portfolio,
QTAP,Multi-Asset,Diversified Portfolio,
AAA,Bond,US - Total Bond Market,
FFND,Others,Diversified Portfolio,
SYUS,Equity,US - All Cap Equities,
XDSQ,Equity,US - All Cap Equities,
MBBB,Equity,US - Corporate Bonds,
SMDY,Equity,US - Mid Cap Blend Equities,
BSMV,Equity,US - Municipal Bonds,
FLTN,Inflation,Diversified Portfolio,
JOJO,Equity,Diversified Portfolio,
AVSC,Equity,US - Small Cap Blend Equities,
PGRO,Equity,Diversified Portfolio,
DECZ,Others,Diversified Portfolio,
PSFJ,Equity,Diversified Portfolio,
APRZ,Others,Diversified Portfolio,
OCTZ,Equity,Diversified Portfolio,
XDAP,Equity,US - All Cap Equities,
PSCW,Equity,Diversified Portfolio,
PFUT,Equity,Diversified Portfolio,
ESGY,Equity,US - All Cap Equities,
BEDZ,Others,Diversified Portfolio,
PLDR,Equity,Diversified Portfolio,
MARZ,Equity,Diversified Portfolio,
NVQ,Equity,Diversified Portfolio,
PSFO,Equity,Diversified Portfolio,
FSST,Equity,US - All Cap Equities,
NSCS,Equity,US - Small Cap Blend Equities,
XDJL,Equity,US - All Cap Equities,
MAYZ,Equity,Diversified Portfolio,
NWLG,Equity,US - Large Cap Growth Equities,
JANZ,Equity,Diversified Portfolio,
USVT,Equity,Diversified Portfolio,
PSCJ,Equity,Diversified Portfolio,
IBTL,Equity,US - Total Bond Market,
DSJA,Others,Diversified Portfolio,
ITAN,Equity,Diversified Portfolio,
QCLR,Equity,Global - Global Equities,
XCLR,Equity,Global - Global Equities,
JUNZ,Equity,Diversified Portfolio,
OOTO,Equity,Leveraged Equities,Consumer Discretionary
SCC,Equity,Inverse Equities,
FEBZ,Others,Diversified Portfolio,
XTR,Bond,Global - Global Equities,
JFWD,Equity,Diversified Portfolio,
MJUS,Equity,Diversified Portfolio,
GGRW,Equity,Diversified Portfolio,
SKYU,Equity,Leveraged Equities,Technology
WEIX,Equity,Volatility,
QTR,Multi-Asset,Global - Global Equities,
TRPL,Equity,US - Large Cap Value Equities,
AGGH,Bond,US - Total Bond Market,
XHYC,Bond,US - High Yield Bonds,
XHYH,Bond,US - High Yield Bonds,
XHYT,Bond,US - High Yield Bonds,
XHYD,Bond,US - High Yield Bonds,
BITO,Cryptocurrency,Cryptocurrency,
BTF,Cryptocurrency,Cryptocurrency,
XBTF,Cryptocurrency,Cryptocurrency,
SATO,Cryptocurrency,Cryptocurrency,
BLKC,Cryptocurrency,Cryptocurrency,
BITQ,Cryptocurrency,Cryptocurrency,
FLRN,Bond,Bond,
FDTS,Equity,Global - Developed Markets Equities - Canada & Europe,
FXC,Currency,Global - Developed Markets Equities - Canada & Europe,
FXY,Currency,Currency,
DFJ,Equity,Global - Developed Markets Equities - Asia,
SCJ,Equity,Global - Developed Markets Equities - Asia,
YCS,Currency,Currency,
YCL,Currency,Currency,
EZJ,Equity,Global - Developed Markets Equities - Asia,
DGIN,Equity,Global - Emerging Markets Equities - Asia,
INQQ,Equity,Global - Emerging Markets Equities - Asia,
FLBR,Equity,Global - Emerging Markets Equities - South America,
BRZU,Equity,Global - Emerging Markets Equities - South America,
EWZS,Equity,Global - Emerging Markets Equities - South America,
BRF,Equity,Global - Emerging Markets Equities - South America,
BZQ,Equity,Global - Emerging Markets Equities - South America,
FBZ,Equity,Global - Emerging Markets Equities - South America,
UBR,Equity,Global - Emerging Markets Equities - South America,
TCHI,Equity,Global - Emerging Markets Equities - Asia,
KTEC,Equity,Global - Developed Markets Equities - Asia,Technology
CHIR,Equity,Global - Emerging Markets Equities - Asia, Real Estate
BABX,Equity,Global - Emerging Markets Equities - Asia,
KGRO,Equity,Global - Emerging Markets Equities - Asia,Technology
FXB,Currency,Currency,
FLMX,Equity,Global - Emerging Markets Equities - South America,
MEXX,Equity,Global - Emerging Markets Equities - South America,
ILF,Equity,Global - Emerging Markets Equities - South America,
FLN,Equity,Global - Emerging Markets Equities - South America,
FLLA,Equity,Global - Emerging Markets Equities - South America,
FLSA,Equity,Global - Emerging Markets Equities - Asia,
FM,Equity,Global - Emerging Markets Equities,
FMQQ,Equity,Global - Emerging Markets Equities,
VNAM,Equity,Global - Emerging Markets Equities - Asia,
AFK,Equity,Global - Emerging Markets Equities - Others,
MINT,,,
FLOT,,,
DFAX,,,
PSLV,,,
DFIV,,,
ARKF,,,
JMST,,,
PULS,,,
RPAR,,,
FNGU,,,
DRIV,,,
MSOS,,,
AVDE,,,
URNM,,,
SDIV,,,
INFL,,,
TDSC,,,
IAUM,,,
DFAI,,,
FLTR,,,
LCTD,,,
GINN,,,
EMCR,,,
BUFR,,,
SRET,,,
KARS,,,
BULZ,,,
TDSD,,,
IFV,,,
DINT,,,
GTEK,,,
JAAA,,,
GCOR,,,
FLDR,,,
FAUG,,,
ISCF,,,
EMHC,,,
OPER,,,
JCPB,,,
DAUG,,,
FNOV,,,
WBND,,,
FJUN,,,
GXTG,,,
FMAY,,,
FUNL,,,
FRDM,,,
GENY,,,
THCX,,,
GDXU,,,
MUSI,,,
GSFP,,,
GSPY,,,
